forma,tipo,sub_tipo
natural,Malformaciones Congenitas,Malformaciones congénitas de las válvulas aórtica y mitral
natural,Malformaciones Congenitas,Otras malformaciones congénitas del corazón
natural,Malformaciones Congenitas,Malformaciones congénitas de las grandes arterias
natural,Malformaciones Congenitas,Malformaciones congénitas de las grandes venas
natural,Malformaciones Congenitas,Otras malformaciones congénitas del sistema vascular periférico
natural,Malformaciones Congenitas,Otras malformaciones congénitas del sistema circulatorio
natural,Malformaciones Congenitas,Malformaciones congénitas de la nariz
natural,Malformaciones Congenitas,Malformaciones congénitas de la laringe
natural,Malformaciones Congenitas,Malformaciones congénitas de la tráquea y de los bronquios
natural,Malformaciones Congenitas,Malformaciones congénitas del pulmón
natural,Malformaciones Congenitas,Otras malformaciones congénitas del sistema respiratorio
natural,Malformaciones Congenitas,Fisura del paladar
natural,Malformaciones Congenitas,Labio leporino
natural,Malformaciones Congenitas,Fisura del paladar con labio leporino
natural,Malformaciones Congenitas,Otras malformaciones congénitas de la lengua de la boca y de la faringe
natural,Malformaciones Congenitas,Malformaciones congénitas del esófago
natural,Malformaciones Congenitas,Otras malformaciones congénitas de la parte superior del tubo digestivo
natural,Malformaciones Congenitas,Ausencia atresia y estenosis congénita del intestino delgado
natural,Malformaciones Congenitas,Ausencia atresia y estenosis congénita del intestino grueso
natural,Malformaciones Congenitas,Otras malformaciones congénitas del intestino
natural,Malformaciones Congenitas,Malformaciones congénitas de la vesícula biliar de los conductos biliares y del hígado
natural,Malformaciones Congenitas,Otras malformaciones congénitas del sistema digestivo
natural,Malformaciones Congenitas,Malformaciones congénitas de los ovarios de las trompas de Falopio y de los ligamentos anchos
natural,Malformaciones Congenitas,Malformaciones congénitas del útero y del cuello uterino
natural,Malformaciones Congenitas,Otras malformaciones congénitas de los órganos genitales femeninos
natural,Malformaciones Congenitas,Testículo no descendido
natural,Malformaciones Congenitas,Hipospadias
natural,Malformaciones Congenitas,Otras malformaciones congénitas de los órganos genitales masculinos
natural,Malformaciones Congenitas,Sexo indeterminado y seudohermafroditismo
natural,Malformaciones Congenitas,Agenesia renal y otras malformaciones hipoplásicas del riñón
natural,Malformaciones Congenitas,Enfermedad quística del riñón
natural,Malformaciones Congenitas,Defectos obstructivos congénitos de la pelvis renal y malformaciones congénitas del uréter
natural,Malformaciones Congenitas,Otras malformaciones congénitas del riñón
natural,Malformaciones Congenitas,Otras malformaciones congénitas del sistema urinario
natural,Malformaciones Congenitas,Deformidades congénitas de la cadera
natural,Malformaciones Congenitas,Deformidades congénitas de los pies
natural,Malformaciones Congenitas,Deformidades osteomusculares congénitas de la cabeza de la cara de la columna vertebral y del tórax
natural,Malformaciones Congenitas,Otras deformidades osteomusculares congénitas
natural,Malformaciones Congenitas,Polidactilia
natural,Malformaciones Congenitas,Sindactilia
natural,Malformaciones Congenitas,Defectos por reducción del miembro superior
natural,Malformaciones Congenitas,Defectos por reducción del miembro inferior
natural,Malformaciones Congenitas,Defectos por reducción de miembro no especificado
natural,Malformaciones Congenitas,Otras anomalías congénitas del (de los) miembro(s)
natural,Malformaciones Congenitas,Otras malformaciones congénitas de los huesos del cráneo y de la cara
natural,Malformaciones Congenitas,Malformaciones congénitas de la columna vertebral y tórax óseo
natural,Malformaciones Congenitas,Osteocondrodisplasia con defecto del crecimiento de los huesos largos y de la columna vertebral
natural,Malformaciones Congenitas,Otras osteocondrodisplasias
natural,Malformaciones Congenitas,Malformaciones congénitas del sistema osteomuscular no clasificadas en otra parte
natural,Malformaciones Congenitas,Ictiosis congénita
natural,Malformaciones Congenitas,Epidermólisis bullosa
natural,Malformaciones Congenitas,Otras malformaciones congénitas de la piel
natural,Malformaciones Congenitas,Malformaciones congénitas de la mama
natural,Malformaciones Congenitas,Otras malformaciones congénitas de las faneras
natural,Malformaciones Congenitas,Facomatosis no clasificada en otra parte
natural,Malformaciones Congenitas,Síndromes de malformaciones congénitas debidos a causas exógenas conocidas no clasificados en otra parte
natural,Malformaciones Congenitas,Otros síndromes de malformaciones congénitas especificados que afectan múltiples sistemas
natural,Malformaciones Congenitas,Otras malformaciones congénitas no clasificadas en otra parte
natural,Otras causas naturales,Síntomas y signos que involucran el estado emocional
natural,Otras causas naturales,Síntomas y signos que involucran la apariencia y el comportamiento
natural,Otras causas naturales,Alteraciones del habla no clasificadas en otra parte
natural,Otras causas naturales,Dislexia y otras disfunciones simbólicas no clasificadas en otra parte
natural,Otras causas naturales,Alteraciones de la voz
natural,Otras causas naturales,Cefalea
natural,Otras causas naturales,Dolor no clasificado en otra parte
natural,Otras causas naturales,Malestar y fatiga
natural,Otras causas naturales,Senilidad
natural,Otras causas naturales,Síncope y colapso
natural,Otras causas naturales,Convulsiones no clasificadas en otra parte
natural,Otras causas naturales,Choque no clasificado en otra parte
natural,Otras causas naturales,Hemorragia no clasificada en otra parte
natural,Otras causas naturales,Adenomegalia
natural,Otras causas naturales,Edema no clasificado en otra parte
natural,Otras causas naturales,Hiperhidrosis
natural,Otras causas naturales,Falta del desarrollo fisiológico normal esperado
natural,Otras causas naturales,Síntomas y signos concernientes a la alimentación y a la ingestión de líquidos
natural,Otras causas naturales,Caquexia
natural,Otras causas naturales,Síndrome de respuesta inflamatoria sistémica
natural,Otras causas naturales,Otros síntomas y signos generales
natural,Otras causas naturales,Causas de morbilidad desconocidas y no especificadas
natural,Otras causas naturales,Velocidad de eritrosedimentación elevada y otras anormalidades de la viscosidad del plasma
natural,Otras causas naturales,Anormalidad de los eritrocitos
natural,Otras causas naturales,Anormalidades de los leucocitos no clasificadas en otra parte
natural,Otras causas naturales,Nivel elevado de glucosa en sangre
natural,Otras causas naturales,Nivel anormal de enzimas en suero
natural,Otras causas naturales,Evidencias de laboratorio del virus de la inmunodeficiencia humana [VIH]
natural,Otras causas naturales,Otros hallazgos inmunológicos anormales en suero
natural,Otras causas naturales,Otras anormalidades de las proteínas plasmáticas
natural,Otras causas naturales,Hallazgo de drogas y otras sustancias que normalmente no se encuentran en la sangre
natural,Otras causas naturales,Otros hallazgos anormales en la química sanguínea
natural,Otras causas naturales,Proteinuria aislada
natural,Otras causas naturales,Glucosuria
natural,Otras causas naturales,Otros hallazgos anormales en la orina
natural,Otras causas naturales,Hallazgos anormales en el líquido cefalorraquídeo
natural,Otras causas naturales,Hallazgos anormales en muestras tomadas de órganos respiratorios y torácicos
natural,Otras causas naturales,Hallazgos anormales en muestras tomadas de órganos digestivos y de la cavidad abdominal
natural,Otras causas naturales,Hallazgos anormales en muestras tomadas de órganos genitales masculinos
natural,Otras causas naturales,Hallazgos anormales en muestras tomadas de órganos genitales femeninos
natural,Otras causas naturales,Hallazgos anormales en muestras tomadas de otros órganos sistemas y tejidos
natural,Otras causas naturales,Hallazgos anormales en diagnóstico por imagen del sistema nervioso central
natural,Otras causas naturales,Hallazgos anormales en diagnóstico por imagen del pulmón
natural,Otras causas naturales,Hallazgos anormales en diagnóstico por imagen de la mama
natural,Otras causas naturales,Hallazgos anormales en diagnóstico por imagen de otras estructuras del cuerpo
natural,Otras causas naturales,Resultados anormales de estudios funcionales
natural,Otras causas naturales,Síndrome de la muerte súbita infantil
natural,Otras causas naturales,Otras muertes súbitas de causa desconocida
natural,Otras causas naturales,Muerte sin asistencia
natural,Otras causas naturales,Otras causas mal definidas y las no especificadas de mortalidad
natural,Otras causas naturales,Estado de infección asintomática por el virus de la inmunodeficiencia humana [VIH]
natural,Otras causas naturales,Portador de agente de enfermedad infecciosa
natural,Resistencia a drogas,Resistencia a antibioticos betalactamicos
natural,Resistencia a drogas,Resistencia a antibióticos betalactámicos
natural,Resistencia a drogas,Resistencia a otros antibioticos
natural,Resistencia a drogas,Resistencia a otros antibióticos
natural,Resistencia a drogas,Resistencia a otras drogas antimicrobianas
natural,Resistencia a drogas,Resistencia a drogas antineoplásicas
natural,Hemorragia Intracraneal,Hemorragia subaracnoidea
natural,Hemorragia Intracraneal,Hemorragia intraencefálica
natural,Hemorragia Intracraneal,Otras hemorragias intracraneales no traumáticas
natural,Enfermedad Cerebrovascular,Infarto cerebral
natural,Enfermedad Cerebrovascular,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico
natural,Enfermedad Cerebrovascular,Oclusión y estenosis de las arterias precerebrales sin  ocasionar infarto cerebral
natural,Enfermedad Cerebrovascular,Oclusión y estenosis de las arterias cerebrales sin  ocasionar infarto cerebral
natural,Enfermedad Cerebrovascular,Otras enfermedades cerebrovasculares
natural,Enfermedad Cerebrovascular,Trastornos cerebrovasculares en enfermedades clasificadas en otra parte
natural,Enfermedad Cerebrovascular,Secuelas de enfermedad cerebrovascular
natural,"Complicaciones en Embarazo, Parto o Puerperio",Abortadora habitual
natural,"Complicaciones en Embarazo, Parto o Puerperio",Infertilidad femenina
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones asociadas con la fecundación artificial
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trastornos del sistema genitourinario consecutivos a procedimientos no clasificados en otra parte
natural,"Complicaciones en Embarazo, Parto o Puerperio",Embarazo ectópico
natural,"Complicaciones en Embarazo, Parto o Puerperio",Mola hidatiforme
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otros productos anormales  de la concepción
natural,"Complicaciones en Embarazo, Parto o Puerperio",Aborto espontáneo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Aborto médico
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otro aborto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Aborto no especificado
natural,"Complicaciones en Embarazo, Parto o Puerperio",Intento fallido de aborto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones consecutivas al aborto al embarazo ectópico y al embarazo molar
natural,"Complicaciones en Embarazo, Parto o Puerperio",Hipertensión preexistente que complica el embarazo el parto y el puerperio
natural,"Complicaciones en Embarazo, Parto o Puerperio",Preeclampsia superpuesta en hipertensión crónica
natural,"Complicaciones en Embarazo, Parto o Puerperio",Edema y proteinuria gestacionales [inducidos por el embarazo] sin hipertensión
natural,"Complicaciones en Embarazo, Parto o Puerperio",Hipertensión gestacional [inducida por el embarazo]
natural,"Complicaciones en Embarazo, Parto o Puerperio",Preeclampsia
natural,"Complicaciones en Embarazo, Parto o Puerperio",Eclampsia
natural,"Complicaciones en Embarazo, Parto o Puerperio",Hipertensión materna no especificada
natural,"Complicaciones en Embarazo, Parto o Puerperio",Hemorragia precoz del embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Vómitos excesivos del embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones venosas y hemorroides en el embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Infección de las vías genitourinarias en el embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Diabetes mellitus en el embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Desnutrición en el embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Atención a la madre por otras complicaciones principalmente relacionadas con el embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Hallazgos anormales en el examen prenatal de la madre
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones de la anestesia administrada durante el embarazo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Embarazo múltiple
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones específicas del embarazo múltiple
natural,"Complicaciones en Embarazo, Parto o Puerperio",Atención materna por presentación anormal del feto conocida o presunta
natural,"Complicaciones en Embarazo, Parto o Puerperio",Atención materna por desproporción conocida o presunta
natural,"Complicaciones en Embarazo, Parto o Puerperio",Atención materna por anormalidades conocidas o presuntas de los órganos pelvianos de la madre
natural,"Complicaciones en Embarazo, Parto o Puerperio",Atención materna por anormalidad o lesión fetal conocida o presunta
natural,"Complicaciones en Embarazo, Parto o Puerperio",Atención materna por otros problemas fetales conocidos o presuntos
natural,"Complicaciones en Embarazo, Parto o Puerperio",Polihidramnios
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otros trastornos del líquido amniótico y de las membranas
natural,"Complicaciones en Embarazo, Parto o Puerperio",Ruptura prematura de las membranas
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trastornos placentarios
natural,"Complicaciones en Embarazo, Parto o Puerperio",Placenta previa
natural,"Complicaciones en Embarazo, Parto o Puerperio",Desprendimiento prematuro de la placenta [Abruptio placentae]
natural,"Complicaciones en Embarazo, Parto o Puerperio",Hemorragia anteparto no clasificada en otra parte
natural,"Complicaciones en Embarazo, Parto o Puerperio",Falso trabajo de parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Embarazo prolongado
natural,"Complicaciones en Embarazo, Parto o Puerperio",Parto prematuro
natural,"Complicaciones en Embarazo, Parto o Puerperio",Fracaso de la inducción del trabajo de parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Anormalidades de la dinámica del trabajo de parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trabajo de parto prolongado
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trabajo de parto obstruido debido a mala posición y presentación anormal del feto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trabajo de parto obstruido debido a anormalidad de la pelvis materna
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otras obstrucciones del trabajo de parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trabajo de parto y parto complicados por hemorragia intraparto no clasificados en otra parte
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trabajo de parto y parto complicados por sufrimiento fetal
natural,"Complicaciones en Embarazo, Parto o Puerperio",Trabajo de parto y parto complicados por problemas del cordón umbilical
natural,"Complicaciones en Embarazo, Parto o Puerperio",Desgarro perineal durante el parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otro trauma obstétrico
natural,"Complicaciones en Embarazo, Parto o Puerperio",Hemorragia postparto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Retención de la placenta o de las membranas sin hemorragia
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones de la anestesia administrada durante el trabajo de parto y el parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otras complicaciones del trabajo de parto y del parto no clasificadas en otra parte
natural,"Complicaciones en Embarazo, Parto o Puerperio",Parto único espontáneo
natural,"Complicaciones en Embarazo, Parto o Puerperio",Parto único con fórceps y ventosa extractora
natural,"Complicaciones en Embarazo, Parto o Puerperio",Parto único por cesárea
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otros partos únicos asistidos
natural,"Complicaciones en Embarazo, Parto o Puerperio",Parto múltiple
natural,"Complicaciones en Embarazo, Parto o Puerperio",Sepsis puerperal
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otras infecciones puerperales
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones venosas y hemorroides en el puerperio
natural,"Complicaciones en Embarazo, Parto o Puerperio",Embolia obstétrica
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones de la anestesia administrada durante el puerperio
natural,"Complicaciones en Embarazo, Parto o Puerperio",Complicaciones del puerperio no clasificadas en otra parte
natural,"Complicaciones en Embarazo, Parto o Puerperio",Infecciones de la mama asociadas con el parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otros trastornos de la mama y de la lactancia asociados con el parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Secuelas de complicaciones del embarazo del parto y del puerperio
natural,"Complicaciones en Embarazo, Parto o Puerperio",Muerte obstétrica de causa no especificada
natural,"Complicaciones en Embarazo, Parto o Puerperio",Muerte materna debida a cualquier causa obstétrica que ocurre después de 42 días pero antes de un año del parto
natural,"Complicaciones en Embarazo, Parto o Puerperio",Muerte por secuelas de causas obstétricas
natural,"Complicaciones en Embarazo, Parto o Puerperio",Enfermedades maternas infecciosas y parasitarias clasificables en otra parte pero que complican el embarazo el parto y el puerperio
natural,"Complicaciones en Embarazo, Parto o Puerperio",Otras enfermedades maternas clasificables en otra parte pero que complican el embarazo el parto y el puerperio
natural,Anomalia Cromosomica,Síndrome de Down
natural,Anomalia Cromosomica,Síndrome de Edwards y síndrome  de Patau
natural,Anomalia Cromosomica,Otras trisomías y trisomías parciales de los autosomas no clasificadas en otra parte
natural,Anomalia Cromosomica,Monosomías y supresiones de los autosomas no  clasificadas en otra parte
natural,Anomalia Cromosomica,Reordenamientos equilibrados y marcadores estructurales no clasificados en otra parte
natural,Anomalia Cromosomica,Síndrome de Turner
natural,Anomalia Cromosomica,Otras anomalías de los cromosomas sexuales con fenotipo femenino no clasificadas en otra parte
natural,Anomalia Cromosomica,Otras anomalías de los cromosomas sexuales con fenotipo masculino no clasificadas en otra parte
natural,Anomalia Cromosomica,Otras anomalías cromosómicas no clasificadas en otra parte
natural,Trastornos que involucran el sistema nervioso y osteomuscular,Movimientos involuntarios anormales
natural,Trastornos que involucran el sistema nervioso y osteomuscular,Anormalidades de la marcha y de la movilidad
natural,Trastornos que involucran el sistema nervioso y osteomuscular,Otras fallas de coordinación
natural,Trastornos que involucran el sistema nervioso y osteomuscular,Otros síntomas y signos que involucran los sistemas nervioso y osteomuscular
violenta,Heridas y Traumatismos,Traumatismo superficial de la cabeza
violenta,Heridas y Traumatismos,Herida de la cabeza
violenta,Heridas y Traumatismos,Fractura de huesos del cráneo y de la cara
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y de ligamentos de la cabeza
violenta,Heridas y Traumatismos,Traumatismo de nervios craneales
violenta,Heridas y Traumatismos,Traumatismo del ojo y de la órbita
violenta,Heridas y Traumatismos,Traumatismo intracraneal
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento de la cabeza
violenta,Heridas y Traumatismos,Amputación traumática de parte de la cabeza
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados de la cabeza
violenta,Heridas y Traumatismos,Traumatismo superficial del cuello
violenta,Heridas y Traumatismos,Herida del cuello
violenta,Heridas y Traumatismos,Fractura del cuello
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos del cuello
violenta,Heridas y Traumatismos,Traumatismo de la médula espinal y de nervios a nivel del cuello
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos a nivel del cuello
violenta,Heridas y Traumatismos,Traumatismo de tendón y músculos a nivel del cuello
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento del cuello
violenta,Heridas y Traumatismos,Amputación traumática a nivel del cuello
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados del cuello
violenta,Heridas y Traumatismos,Traumatismo superficial del tórax
violenta,Heridas y Traumatismos,Herida del tórax
violenta,Heridas y Traumatismos,Fractura de las costillas del esternón y de la columna torácica [dorsal]
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos del tórax
violenta,Heridas y Traumatismos,Traumatismo de nervios y de la médula espinal a nivel del tórax
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos del tórax
violenta,Heridas y Traumatismos,Traumatismo del corazón
violenta,Heridas y Traumatismos,Traumatismo de otros órganos intratorácicos y de los no especificados
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento del tórax y amputación traumática de parte del tórax
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados del tórax
violenta,Heridas y Traumatismos,Traumatismo superficial del abdomen de la región lumbosacra y de la pelvis
violenta,Heridas y Traumatismos,Herida del abdomen de la región lumbosacra y de la pelvis
violenta,Heridas y Traumatismos,Fractura de la columna lumbar y de la pelvis
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos de la columna lumbar y de la pelvis
violenta,Heridas y Traumatismos,Traumatismo de los nervios y de la médula espinal lumbar a nivel del abdomen de la región lumbosacra y de la pelvis
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos a nivel del abdomen de la región lumbosacra y de la pelvis
violenta,Heridas y Traumatismos,Traumatismo de órganos intraabdominales
violenta,Heridas y Traumatismos,Traumatismo del aparato urinario y de los órganos pélvicos
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento y amputación traumática de parte del abdomen de la región lumbosacra y de la pelvis
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados del abdomen de la región lumbosacra y de la pelvis
violenta,Heridas y Traumatismos,Traumatismo superificial del hombro y del brazo
violenta,Heridas y Traumatismos,Herida del hombro y del brazo
violenta,Heridas y Traumatismos,Fractura del hombro y del brazo
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos de la cintura escapular
violenta,Heridas y Traumatismos,Traumatismo de nervios a nivel del hombro y del brazo
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos a nivel del hombro y del brazo
violenta,Heridas y Traumatismos,Traumatismo de tendón y músculo a nivel del hombro y del brazo
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento del hombro y del brazo
violenta,Heridas y Traumatismos,Amputación traumática del hombro y del brazo
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados del hombro y del brazo
violenta,Heridas y Traumatismos,Traumatismo superficial del antebrazo y del codo
violenta,Heridas y Traumatismos,Herida del antebrazo y del codo
violenta,Heridas y Traumatismos,Fractura del antebrazo
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos del codo
violenta,Heridas y Traumatismos,Traumatismo de nervios a nivel del antebrazo
violenta,Heridas y Traumatismos,Traumatismo de los vasos sanguíneos a nivel del antebrazo
violenta,Heridas y Traumatismos,Traumatismo de tendón y músculo a nivel del antebrazo
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento del antebrazo
violenta,Heridas y Traumatismos,Amputación traumática del antebrazo
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados del antebrazo
violenta,Heridas y Traumatismos,Traumatismo superficial de la muñeca y de la mano
violenta,Heridas y Traumatismos,Herida de la muñeca y de la mano
violenta,Heridas y Traumatismos,Fractura a nivel de la muñeca y de la mano
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos a nivel de la muñeca y de la mano
violenta,Heridas y Traumatismos,Traumatismo de nervios a nivel de la muñeca y de la mano
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos a nivel de la muñeca y de la mano
violenta,Heridas y Traumatismos,Traumatismo de tendón y músculo a nivel de la muñeca y de la mano
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento de la muñeca y de la mano
violenta,Heridas y Traumatismos,Amputación traumática de la muñeca y de la mano
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados de la muñeca y de la mano
violenta,Heridas y Traumatismos,Traumatismo superficial de la cadera y del muslo
violenta,Heridas y Traumatismos,Herida de la cadera y del muslo
violenta,Heridas y Traumatismos,Fractura del fémur
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de la articulación y de los ligamentos de la cadera
violenta,Heridas y Traumatismos,Traumatismo de nervios a nivel de la cadera y del muslo
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos a nivel de la cadera y del muslo
violenta,Heridas y Traumatismos,Traumatismo de tendón y músculo a nivel de la cadera y del muslo
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento de la cadera y del muslo
violenta,Heridas y Traumatismos,Amputación traumática de la cadera y del muslo
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados de la cadera y del muslo
violenta,Heridas y Traumatismos,Traumatismo superficial de la pierna
violenta,Heridas y Traumatismos,Herida de la pierna
violenta,Heridas y Traumatismos,Fractura de la pierna inclusive del tobillo
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos de la rodilla
violenta,Heridas y Traumatismos,Traumatismo de nervios a nivel de la pierna
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos a nivel de la pierna
violenta,Heridas y Traumatismos,Traumatismo de tendón y músculo a nivel de la pierna
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento de la pierna
violenta,Heridas y Traumatismos,Amputación traumática de la pierna
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados de la pierna
violenta,Heridas y Traumatismos,Traumatismo superficial del tobillo y del pie
violenta,Heridas y Traumatismos,Herida del tobillo y del pie
violenta,Heridas y Traumatismos,Fractura del pie excepto del tobillo
violenta,Heridas y Traumatismos,Luxación esguince y torcedura de articulaciones y ligamentos del tobillo y del pie
violenta,Heridas y Traumatismos,Traumatismo de nervios a nivel del pie y del tobillo
violenta,Heridas y Traumatismos,Traumatismo de vasos sanguíneos a nivel del pie y del tobillo
violenta,Heridas y Traumatismos,Traumatismo de tendón y músculo a nivel del pie y del tobillo
violenta,Heridas y Traumatismos,Traumatismo por aplastamiento del pie y del tobillo
violenta,Heridas y Traumatismos,Amputación traumática del pie y del tobillo
violenta,Heridas y Traumatismos,Otros traumatismos y los no especificados del pie y del tobillo
violenta,Heridas y Traumatismos,Traumatismos superficiales que afectan múltiples regiones del cuerpo
violenta,Heridas y Traumatismos,Heridas que afectan múltiples regiones del cuerpo
violenta,Heridas y Traumatismos,Fracturas que afectan múltiples regiones del cuerpo
violenta,Heridas y Traumatismos,Luxaciones torceduras y esguinces que afectan múltiples regiones del cuerpo
violenta,Heridas y Traumatismos,Traumatismos por aplastamiento que afectan múltiples regiones del cuerpo
violenta,Heridas y Traumatismos,Amputaciones traumáticas  que afectan múltiples regiones del cuerpo
violenta,Heridas y Traumatismos,Otros traumatismos que afectan múltiples regiones del cuerpo no clasificados en otra parte
violenta,Heridas y Traumatismos,Traumatismos múltiples no especificados
violenta,Heridas y Traumatismos,Fractura de la columna vertebral nivel no especificado
violenta,Heridas y Traumatismos,Otros traumatismos de la columna vertebral y del tronco nivel no especificado
violenta,Heridas y Traumatismos,Fractura de miembro superior nivel no especificado
violenta,Heridas y Traumatismos,Otros traumatismos de miembro superior nivel no especificado
violenta,Heridas y Traumatismos,Fractura de miembro inferior nivel no especificado
violenta,Heridas y Traumatismos,Otros traumatismos de miembro inferior nivel no especificado
violenta,Heridas y Traumatismos,Traumatismo de regiones no especificadas del cuerpo
violenta,Cuerpo Extraño,Cuerpo extraño en parte externa del ojo
violenta,Cuerpo Extraño,Cuerpo extraño del oído
violenta,Cuerpo Extraño,Cuerpo extraño en las vías respiratorias
violenta,Cuerpo Extraño,Cuerpo extraño en el tubo digestivo
violenta,Cuerpo Extraño,Cuerpo extraño en las vías genitourinarias
violenta,Quemadura y Corrosion,Quemadura y corrosión de la cabeza y del cuello
violenta,Quemadura y Corrosion,Quemadura y corrosión del tronco
violenta,Quemadura y Corrosion,Quemadura y corrosión del hombro y miembro superior excepto de la muñeca y de la mano
violenta,Quemadura y Corrosion,Quemadura y corrosión de la muñeca y de la mano
violenta,Quemadura y Corrosion,Quemadura y corrosión de la cadera y miembro inferior excepto tobillo y pie
violenta,Quemadura y Corrosion,Quemadura y corrosión del tobillo y del pie
violenta,Quemadura y Corrosion,Quemadura y corrosión limitada al ojo y sus anexos
violenta,Quemadura y Corrosion,Quemadura y corrosión de las vías respiratorias
violenta,Quemadura y Corrosion,Quemadura y corrosión de otros órganos internos
violenta,Quemadura y Corrosion,Quemaduras y corrosiones de múltiples regiones del cuerpo
violenta,Quemadura y Corrosion,Quemadura y corrosión región del cuerpo no especificada
violenta,Quemadura y Corrosion,Quemaduras clasificadas según la extensión de la superficie del cuerpo afectada
violenta,Quemadura y Corrosion,Corrosiones clasificadas según la extensión de la superficie del cuerpo afectada
violenta,Congelamiento,Congelamiento superficial
violenta,Congelamiento,Congelamiento con necrosis tisular
violenta,Congelamiento,Congelamiento que afecta múltiples regiones del cuerpo y congelamiento no especificado
violenta,Envenenamiento,Envenenamiento por antibióticos sistémicos
violenta,Envenenamiento,Envenenamiento por otros antiinfecciosos y antiparasitarios sistémicos
violenta,Envenenamiento,Envenenamiento por hormonas y sus sustitutos y antagonistas sintéticos no clasificados en otra parte
violenta,Envenenamiento,Envenenamiento por analgésicos no narcóticos antipiréticos y antirreumáticos
